Date,Adj Close
2023-08-16,151.7654019489622
2023-08-17,151.9046630603028
2023-08-18,148.88545319748698
2023-08-21,148.55839371173263
2023-08-22,149.08891441171312
2023-08-23,151.2922905991736
2023-08-24,150.5081877144541
2023-08-25,149.29133864495225
2023-08-28,148.54225883783957
2023-08-29,149.90201782092365
2023-08-30,150.39482236791218
2023-08-31,149.59809045048084
2023-09-01,150.36592872932263
2023-09-04,150.5119002879875
2023-09-05,151.9698262702829
2023-09-06,150.90291740319236
2023-09-07,150.4084656647504
2023-09-08,149.81870180787791
2023-09-11,147.62608271182216
2023-09-12,148.063233476968
2023-09-13,148.44976035411966
2023-09-14,148.45735126825122
2023-09-15,148.1090894236264
2023-09-18,146.0127967056071
2023-09-19,145.39860070562605
2023-09-20,144.90029859418107
2023-09-21,143.7377964355257
2023-09-22,143.50596790761165
2023-09-25,144.08580500052236
2023-09-26,146.8035311400879
2023-09-27,147.05981753391217
2023-09-28,147.43857066856694
2023-09-29,147.3288086744402
2023-10-02,144.50190590175205
2023-10-03,144.4635928463995
2023-10-04,144.55060357165925
2023-10-05,148.11123491268802
2023-10-06,147.82632671226074
2023-10-09,148.27209307173095
2023-10-10,148.22062520424674
2023-10-11,146.48840331026236
2023-10-12,148.1625062039108
2023-10-13,149.2765890301146
2023-10-16,150.45741453879896
2023-10-17,149.08917368617458
2023-10-18,151.1805881328659
2023-10-19,149.0612614513897
2023-10-20,149.93603803832534
2023-10-23,153.22032041865242
2023-10-24,151.70261748742402
2023-10-25,150.84352900884477
2023-10-26,150.99384664464847
2023-10-27,150.2336293875791
2023-10-30,147.90401143550247
2023-10-31,148.0054188256001
2023-11-01,146.43315176489986
2023-11-02,147.12664808759897
2023-11-03,145.77393003006569
2023-11-06,148.0333303251479
2023-11-07,146.87385439162117
2023-11-08,146.4008302292578
2023-11-09,147.59182618954495
2023-11-10,145.7751710670046
2023-11-13,146.10675117578268
2023-11-14,148.0165749872944
2023-11-15,145.6372333600019
2023-11-16,145.90612900341418
2023-11-17,146.28531392844795
2023-11-20,147.42900597079176
2023-11-21,145.60538183339557
2023-11-22,143.68272593996988
2023-11-23,144.432665809262
2023-11-24,144.8616086898576
2023-11-27,145.22447666252174
2023-11-28,145.72760426167042
2023-11-29,144.736620526527
2023-11-30,145.07277667884574
2023-12-01,145.4979450535415
2023-12-04,144.45857841985233
2023-12-05,147.153849755172
2023-12-06,147.85111313970106
2023-12-07,146.08975765821478
2023-12-08,147.0489152339642
2023-12-11,145.61565641091065
2023-12-12,146.76177482315944
2023-12-13,148.46215025793336
2023-12-14,147.24374764132176
2023-12-15,148.662258757903
2023-12-18,149.27590820760864
2023-12-19,150.50304597745333
2023-12-20,153.3577771922341
2023-12-21,152.9814554320382
2023-12-22,151.8283788776865
2023-12-25,150.47784353930297
2023-12-26,149.25022981511512
2023-12-27,149.1351553366232
2023-12-28,149.64393286419994
2023-12-29,150.05798385819077
2024-01-01,151.29923836450692
2024-01-02,151.31891012789117
2024-01-03,153.51838205178314
2024-01-04,153.11208516340673
2024-01-05,157.27699289434415
2024-01-08,158.26102368443077
2024-01-09,156.9044773610579
2024-01-10,155.22419908387633
2024-01-11,155.9731130262382
2024-01-12,155.62457116351032
2024-01-15,156.7357313705465
2024-01-16,157.47746382254243
2024-01-17,157.36277469796087
2024-01-18,156.0302366072404
2024-01-19,153.6666168983248
2024-01-22,152.98047247753823
2024-01-23,154.2905953993862
2024-01-24,154.62092191191752
2024-01-25,152.69474912765878
2024-01-26,152.95918730792422
2024-01-29,153.54856564051363
2024-01-30,152.19141522491978
2024-01-31,152.4253716392143
2024-02-01,152.51409649463204
2024-02-02,150.77090567169367
2024-02-05,151.3103449152696
2024-02-06,152.15886991634883
2024-02-07,153.8068284485793
2024-02-08,155.42764796294023
2024-02-09,153.28636886761862
2024-02-12,151.84881091760144
2024-02-13,152.63088584666409
2024-02-14,153.41508189489707
2024-02-15,154.20524272464127
2024-02-16,160.14635667133408
2024-02-19,161.06061702479158
2024-02-20,162.88956605158796
2024-02-21,164.44353538426654
2024-02-22,165.51470618709763
2024-02-23,164.9928892231329
2024-02-26,166.24513446833902
2024-02-27,164.9603501512258
2024-02-28,164.56969334832422
2024-02-29,163.77093204603733
2024-03-01,163.90501808721498
2024-03-04,167.69885962957844
2024-03-05,164.56747719534204
2024-03-06,165.6968382776373
2024-03-07,163.0246190686744
2024-03-08,162.2552539422075
2024-03-11,164.02213349862208
2024-03-12,164.12756695735575
2024-03-13,162.35869067533045
2024-03-14,161.19733293862387
2024-03-15,162.29282638461748
2024-03-18,161.1074937350336
2024-03-19,161.4562247436833
2024-03-20,161.52980331593824
2024-03-21,160.4772745560446
2024-03-22,163.91781759859927
2024-03-25,164.95692382532536
2024-03-26,161.61631091129834
2024-03-27,161.91765149636362
2024-03-28,160.84610239468986
2024-03-29,162.21720818922267
2024-04-01,160.93160317301653
2024-04-02,160.7469559783402
2024-04-03,161.5587076573791
2024-04-04,162.95741056055698
2024-04-05,161.00143861656747
2024-04-08,160.46288681467337
2024-04-09,159.70077585759356
2024-04-10,158.6574040042689
2024-04-11,161.45842787078217
2024-04-12,162.1123049744639
2024-04-15,160.06825693303819
2024-04-16,161.5374625527404
2024-04-17,164.96553982480035
2024-04-18,166.66875171537205
2024-04-19,164.13643675917822
2024-04-22,163.34163220640173
2024-04-23,165.41102555608805
2024-04-24,164.24046223546074
2024-04-25,164.96939331573887
2024-04-26,166.24730241409839
2024-04-29,164.70630550984555
2024-04-30,164.60826349503458
2024-05-01,159.27286961131517
